zone_id,zone_name,scenario,rainfall_1h,rainfall_3h,rainfall_6h,elevation,slope,distance_to_drain,drain_capacity,pump_load_pct,flood_history_count,population_density,critical_infra_flag,lat,lon,data_source,flood_severity
REAL-0118,Sector 14 Road,moderate,15.7,35.9,56.8,36.5,3.32,515.6,83.9,61.3,6,12727.0,1,28.6271,77.23804,real_govt_record,Low
REAL-0488,Mangolpuri- Udhyog Nagar,extreme,41.4,112.3,176.7,20.7,3.25,95.3,76.7,95.8,1,24588.1,0,28.63138,77.23732,real_govt_record,High
REAL-0322,Baba Kharak Singh Marg,moderate,23.2,49.0,65.7,19.2,1.15,418.4,90.9,36.8,2,22220.2,1,28.62941,77.23316,real_govt_record,Low
SYN2-0106,SYN2-0106,synthetic_v2,10.15,24.88,38.01,22.78,6.18,96.67,40.17,48.73,4,9184.77,1,28.78909,77.15172,synthetic,High
REAL-0460,Gulab Singh Marg,extreme,49.8,114.8,157.9,23.3,4.88,450.7,72.4,60.7,1,10398.8,1,28.63034,77.24405,real_govt_record,High
SYN2-0166,SYN2-0166,synthetic_v2,97.3,179.23,249.84,26.52,1.82,986.52,25.2,15.43,2,19679.61,0,28.69387,77.24372,synthetic,High
REAL-0987,Patel Road,heavy,34.5,82.7,114.8,17.3,4.85,156.6,74.1,87.3,1,5043.2,0,28.62582,77.23573,real_govt_record,Medium
ZONE-030,ZONE-030,synthetic_v1,22.65,95.59,141.99,19.49,2.27,231.68,62.99,50.33,2,24255.63,0,28.6631,77.21604,synthetic,Medium
REAL-0242,Teen Murti Marg,moderate,10.7,27.5,41.5,22.1,4.71,549.0,85.9,42.7,3,17305.5,1,28.62768,77.24076,real_govt_record,Low
REAL-0699,Old GT Road/ Ansari Road,heavy,34.2,69.2,96.5,38.1,1.83,581.0,79.7,90.8,1,24775.0,0,28.62403,77.23998,real_govt_record,Low
REAL-0861,Dr. K.S. Krishnan Marg,light,9.9,23.6,33.2,34.2,1.49,424.9,74.1,70.9,1,16388.3,1,28.62767,77.23664,real_govt_record,Low
ZONE-086,ZONE-086,synthetic_v1,62.47,67.87,79.47,25.88,5.5,333.63,44.43,60.65,1,5009.72,1,28.5642,77.293,synthetic,Low
REAL-0703,Old Seelam Pur,heavy,32.9,74.6,106.3,41.4,1.75,251.8,72.4,52.2,1,14777.2,1,28.63305,77.23719,real_govt_record,Low
REAL-0585,Brigadier Hoshiyar Singh Marg,light,7.8,17.4,25.1,26.9,4.35,264.4,74.1,98.2,1,5276.2,1,28.62915,77.24403,real_govt_record,Low
REAL-0693,NH-8 Near Uppal,light,8.6,22.3,33.8,14.8,4.71,352.5,94.2,50.9,1,4658.8,1,28.62912,77.2417,real_govt_record,Low
REAL-0271,Azad Market Road,heavy,21.0,58.3,88.0,42.9,4.1,749.5,82.5,86.6,2,10415.2,1,28.62341,77.23833,real_govt_record,Low
REAL-0112,Patparganj Road,extreme,39.3,100.2,151.7,23.0,2.24,699.5,87.5,49.5,6,10133.6,1,28.63309,77.23796,real_govt_record,Medium
REAL-0596,Dadri Main Road,extreme,46.9,106.9,146.3,15.8,1.78,724.3,87.5,52.1,1,19016.6,0,28.63095,77.2357,real_govt_record,Medium
REAL-0786,Sunheri Masjid R/A,moderate,15.5,38.3,55.4,34.2,1.39,257.0,82.5,66.5,1,6404.1,0,28.62866,77.23578,real_govt_record,Low
REAL-0517,Vande Matram Marg,light,5.1,10.4,16.1,12.0,4.48,60.3,83.9,55.8,1,8389.1,0,28.62751,77.24147,real_govt_record,Low
REAL-0227,Dwarka Near Sector,heavy,36.2,79.6,111.5,40.5,1.48,405.4,80.7,55.1,3,13279.1,1,28.63256,77.2462,real_govt_record,Low
REAL-0497,Old GT Road,light,5.5,15.0,22.4,33.6,1.61,250.5,86.1,36.5,1,13425.2,1,28.62949,77.2363,real_govt_record,Low
REAL-0842,Bhiku Ram Jain Marg,moderate,14.3,30.4,47.0,20.6,4.53,349.7,86.1,73.1,1,20331.6,1,28.62951,77.24256,real_govt_record,Low
REAL-0499,Old GT Road,heavy,28.1,60.9,85.7,9.4,3.46,241.2,86.1,91.8,1,7795.3,1,28.62755,77.24143,real_govt_record,Low
REAL-1018,TT Park Road,moderate,22.2,47.5,75.8,17.6,0.67,789.8,87.5,91.1,1,5856.2,0,28.62316,77.24705,real_govt_record,Low
ZONE-131,ZONE-131,synthetic_v1,24.87,97.73,111.78,56.05,6.8,600.2,47.61,43.51,3,12955.08,1,28.70105,77.16345,synthetic,Medium
REAL-0196,Subramaniam Bharti Marg,extreme,40.2,95.2,149.3,30.1,2.08,798.0,87.5,66.3,4,4819.2,0,28.63481,77.24733,real_govt_record,Medium
REAL-0337,Kanhiya Nagar Kanhiya,light,4.5,12.1,17.6,27.2,2.02,167.6,94.2,63.1,2,6508.8,1,28.63048,77.24522,real_govt_record,Low
REAL-0958,Maharishi Dayanand Marg,moderate,14.8,31.2,47.3,16.4,4.42,312.3,90.9,41.1,1,22308.9,0,28.63048,77.2356,real_govt_record,Low
ZONE-021,ZONE-021,synthetic_v1,31.27,90.76,123.36,36.78,3.25,928.68,56.33,14.95,5,2260.82,0,28.78038,77.17018,synthetic,High
REAL-0889,Sai Hospital Road,light,8.3,21.0,31.7,26.5,3.22,680.4,72.4,66.0,1,9895.4,0,28.62845,77.23501,real_govt_record,Low
REAL-0138,Mehrauli-Mahipalpur Road,moderate,11.8,27.0,39.8,19.9,2.63,754.0,83.0,67.0,5,20388.7,0,28.62992,77.23448,real_govt_record,Low
SYN2-0109,SYN2-0109,synthetic_v2,90.66,191.23,302.74,56.42,1.57,637.87,36.99,41.02,2,12748.43,0,28.69664,77.19347,synthetic,High
REAL-0529,Manas Marg,light,11.3,24.7,34.5,44.8,2.54,146.7,74.7,81.1,1,4194.5,0,28.62943,77.2379,real_govt_record,Low
REAL-0508,Old Palam Road,extreme,41.4,115.3,151.2,11.2,1.08,181.9,79.7,54.0,1,7155.7,1,28.62791,77.23855,real_govt_record,High
SYN2-0113,SYN2-0113,synthetic_v2,27.76,65.31,101.91,10.96,3.6,673.98,36.66,62.38,3,13903.76,1,28.70125,77.31831,synthetic,High
REAL-0394,"Sector-13 Road, Dwarka",moderate,26.7,53.5,71.1,30.8,3.33,601.8,86.5,64.8,2,7561.1,1,28.62307,77.23777,real_govt_record,Low
REAL-0383,IP Marg,heavy,28.7,61.1,90.8,31.6,0.84,323.7,87.5,81.9,2,6335.4,0,28.63292,77.23446,real_govt_record,Low
REAL-0222,Mandi Road,moderate,14.8,32.5,47.7,28.1,4.94,152.4,87.5,85.0,3,10820.1,0,28.62586,77.23938,real_govt_record,Low
REAL-0757,Sarojini Nagar Market,light,5.0,13.5,20.5,20.3,2.81,254.3,86.5,84.0,1,18718.8,1,28.6317,77.24335,real_govt_record,Low
REAL-0410,NH-24 Gazipur Mandi,moderate,20.2,43.8,69.5,34.8,1.76,125.6,74.1,46.1,1,9439.2,1,28.62585,77.23457,real_govt_record,Low
REAL-0678,NH-48 Jharela Village,moderate,15.5,35.0,48.4,31.0,3.95,260.2,83.9,49.2,1,15909.3,0,28.63632,77.24075,real_govt_record,Low
REAL-0896,Shalimar Bagh,extreme,54.7,117.7,173.1,24.1,4.32,276.6,80.7,87.8,1,13346.1,0,28.6266,77.23601,real_govt_record,High
REAL-0329,CV Raman Marg,light,10.7,23.2,32.1,30.4,1.8,619.7,87.5,51.5,2,22257.6,0,28.63311,77.23653,real_govt_record,Low
REAL-0013,M.B. Road,light,7.7,15.6,20.7,13.1,2.53,298.2,83.0,81.9,42,14960.7,0,28.50614,77.2593,real_govt_record,Medium
REAL-0086,Najafgarh Road,moderate,22.8,52.4,74.5,18.4,4.5,397.6,86.1,92.9,7,18495.9,1,28.62606,77.234,real_govt_record,Low
REAL-0084,Lala Lajpat Rai Marg,extreme,51.7,126.9,187.5,37.7,0.57,199.7,86.5,65.0,7,7002.7,1,28.62749,77.2386,real_govt_record,High
REAL-0207,Gurugram- Parade Road,heavy,27.3,59.4,78.3,40.1,3.96,639.0,94.2,90.9,3,15952.1,1,28.63295,77.24305,real_govt_record,Low
REAL-0104,Girdhari Lal Goswami Marg,extreme,45.3,127.2,174.5,40.9,1.14,344.7,72.4,54.1,6,12913.2,0,28.63506,77.24465,real_govt_record,High
REAL-0859,Dr. Bhim Rao Ambedkar Marg,heavy,20.6,56.9,77.9,41.9,2.13,576.8,74.7,53.2,1,10135.0,0,28.63338,77.238,real_govt_record,Low
REAL-0310,Bawana Road,moderate,15.4,32.6,43.3,29.5,0.84,124.4,82.5,95.7,2,6663.6,0,28.63659,77.23338,real_govt_record,Low
REAL-0936,GGR-PDR RR Hospital,extreme,40.5,93.3,146.5,13.6,1.74,403.3,83.9,63.2,1,17263.9,1,28.63438,77.23322,real_govt_record,Medium
REAL-0735,Rani Jhansi Road,heavy,27.1,76.2,106.2,10.0,0.58,521.2,86.1,81.4,1,23220.1,0,28.63321,77.23727,real_govt_record,Medium
SYN2-0031,SYN2-0031,synthetic_v2,95.42,241.62,302.28,32.95,3.18,244.88,60.06,98.52,0,18356.22,0,28.64242,77.32703,synthetic,Medium
REAL-0181,Netaji Subhash Marg/,light,8.1,16.5,25.1,19.2,0.51,750.1,81.7,96.5,4,8101.3,1,28.62618,77.24673,real_govt_record,Low
REAL-0804,Swami Dayanand Marg,extreme,42.4,111.7,155.5,19.7,0.9,54.4,87.5,85.2,1,17045.9,1,28.62523,77.24082,real_govt_record,Medium
REAL-0695,NH-8 Near Uppal,heavy,27.7,57.5,75.5,30.5,3.14,543.6,94.2,63.7,1,13469.2,1,28.63073,77.24005,real_govt_record,Low
SYN2-0115,SYN2-0115,synthetic_v2,49.73,107.61,138.2,36.56,6.92,291.95,53.41,43.59,2,17131.4,0,28.56391,77.21906,synthetic,Medium
SYN2-0157,SYN2-0157,synthetic_v2,58.65,144.77,217.73,32.43,1.99,991.4,45.42,66.68,4,6281.06,0,28.55113,77.19232,synthetic,High
REAL-0498,Old GT Road,moderate,14.7,36.0,49.3,37.4,4.3,63.5,86.1,85.3,1,22507.4,0,28.62793,77.24168,real_govt_record,Low
REAL-0317,Ashok Vihar Market,light,6.6,18.7,29.5,40.1,4.4,84.7,85.9,95.7,2,9016.1,0,28.63168,77.23588,real_govt_record,Low
REAL-0142,Minto Road,moderate,25.2,54.8,76.4,35.3,4.95,351.6,80.7,90.5,5,6660.5,1,28.63104,77.23814,real_govt_record,Low
ZONE-084,ZONE-084,synthetic_v1,12.81,41.91,120.62,50.28,7.48,929.46,56.06,41.1,4,22184.87,0,28.68669,77.17971,synthetic,Medium
REAL-0328,BSZ Marg,extreme,40.0,92.3,131.3,42.4,1.43,203.6,79.7,36.0,2,4602.3,1,28.62658,77.24202,real_govt_record,Medium
SYN2-0176,SYN2-0176,synthetic_v2,31.23,60.24,83.28,46.84,3.78,482.74,61.84,69.32,2,7423.99,0,28.77608,77.32581,synthetic,Low
REAL-0661,Near Zakir Nagar Main Road,light,5.5,14.8,21.4,23.7,3.56,414.3,76.7,50.5,1,8188.2,1,28.63591,77.2429,real_govt_record,Low
REAL-0347,Motilal Nehru Marg,heavy,30.3,78.6,111.0,25.7,0.99,743.1,90.9,65.9,2,8204.9,1,28.632,77.24053,real_govt_record,Medium
REAL-0829,Avantika Market Marg,light,4.9,13.4,21.2,33.8,1.52,535.5,87.5,78.2,1,19829.0,1,28.62881,77.23972,real_govt_record,Low
REAL-0211,GT Road,heavy,28.1,67.7,96.1,20.6,4.81,271.7,83.9,90.0,3,21990.4,1,28.62602,77.23939,real_govt_record,Medium
REAL-0568,Army Battle Honours Mess (ABHM) Marg,extreme,39.7,103.6,159.6,8.5,2.92,779.5,90.9,51.2,1,13524.8,0,28.63076,77.2349,real_govt_record,Medium
REAL-0143,Minto Road,heavy,40.9,87.3,117.2,12.2,0.97,238.8,80.7,51.7,5,7883.1,0,28.63464,77.23852,real_govt_record,Medium
REAL-0515,Palam Road,heavy,34.4,84.8,120.5,23.1,1.39,310.4,82.5,41.7,1,24461.7,0,28.63628,77.23402,real_govt_record,Medium
REAL-0363,Old Delhi Gurugram Road,heavy,31.2,81.4,114.0,35.4,3.49,747.9,76.7,63.9,2,20106.5,1,28.62906,77.23985,real_govt_record,Medium
REAL-0005,Rohtak Road,light,4.5,9.3,12.2,21.9,3.69,364.8,72.4,71.2,88,8168.3,1,28.65789,77.13345,real_govt_record,Low
REAL-0045,Wazirabad Road,light,2.0,5.2,7.2,20.6,2.93,361.8,80.7,68.3,18,21774.1,0,28.71133,77.22681,real_govt_record,Low
REAL-0865,Kela Godam Road,light,3.4,8.6,12.8,31.1,2.11,451.6,74.7,42.2,1,4293.2,0,28.62681,77.23345,real_govt_record,Low
REAL-0282,Mata Mandir Road,moderate,17.3,45.1,63.4,11.0,1.51,135.6,82.5,85.3,2,5236.6,1,28.6287,77.23681,real_govt_record,Low
REAL-0892,Sai Hospital Road,extreme,52.0,118.6,169.0,28.8,4.26,228.5,72.4,58.2,1,19677.5,0,28.62743,77.23657,real_govt_record,High
REAL-0203,Okhla Road,heavy,30.0,63.2,97.3,17.4,4.56,428.0,72.4,62.3,4,15658.6,0,28.62778,77.23586,real_govt_record,Medium
REAL-0815,Urban Extension Road,heavy,29.3,67.8,93.2,14.7,2.87,661.4,87.5,97.0,1,12682.9,0,28.62302,77.24334,real_govt_record,Low
ZONE-001,ZONE-001,synthetic_v1,24.35,75.96,113.12,58.13,1.85,568.38,95.56,74.93,1,15309.99,1,28.67252,77.20357,synthetic,Low
REAL-0878,Max Hospital Road,moderate,12.2,25.9,33.8,23.7,4.69,110.1,72.4,72.2,1,17878.8,1,28.63153,77.241,real_govt_record,Low
REAL-0359,NH-48 Dhaula Kuan,heavy,32.7,74.2,106.0,16.9,1.87,572.6,74.1,91.7,2,10695.0,1,28.63029,77.23425,real_govt_record,Medium
REAL-0564,Abai Marg-San Martin Marg,extreme,50.9,139.7,216.8,23.0,0.77,334.9,72.4,77.4,1,22127.1,1,28.62686,77.24249,real_govt_record,High
REAL-0952,Krishna Menon Marg,extreme,53.3,131.0,181.8,44.0,1.17,162.7,74.1,95.8,1,21167.6,1,28.63322,77.23848,real_govt_record,High
REAL-0372,Rajpur Road,extreme,41.9,108.8,155.1,33.7,2.18,558.6,82.5,83.3,2,23288.5,0,28.63683,77.23904,real_govt_record,Medium
ZONE-041,ZONE-041,synthetic_v1,59.16,116.71,202.08,31.55,3.62,537.12,86.96,63.16,5,13143.02,0,28.63858,77.23753,synthetic,High
ZONE-034,ZONE-034,synthetic_v1,92.42,117.69,215.06,52.25,0.78,390.21,64.33,24.93,1,19353.18,1,28.68916,77.2658,synthetic,Low
REAL-0891,Sai Hospital Road,heavy,26.1,60.0,84.5,16.1,2.1,637.0,72.4,87.8,1,23711.3,1,28.62976,77.23477,real_govt_record,Low
ZONE-093,ZONE-093,synthetic_v1,27.52,71.74,111.15,57.18,5.87,187.89,78.26,98.53,2,13738.93,1,28.57541,77.31105,synthetic,Low
REAL-0238,Satya Marg,moderate,26.7,54.7,81.2,8.5,3.75,743.4,79.7,73.7,3,9098.2,1,28.63151,77.24223,real_govt_record,Low
REAL-0524,Mahipalpur to Gurugram,extreme,34.2,92.6,130.8,24.0,3.17,746.1,76.7,48.0,1,9684.5,0,28.62451,77.23963,real_govt_record,Medium
REAL-0684,NH-48 Near Loop,extreme,37.7,95.7,148.8,10.3,3.66,344.7,82.5,49.3,1,23863.0,0,28.63262,77.24046,real_govt_record,Medium
REAL-0274,Kanjhawala Road,moderate,15.1,40.1,59.6,19.1,1.93,272.0,82.5,53.9,2,5644.3,1,28.62906,77.24,real_govt_record,Low
ZONE-136,ZONE-136,synthetic_v1,62.37,83.66,162.61,49.35,4.2,344.37,95.11,34.75,1,24469.2,0,28.55379,77.18672,synthetic,Low
REAL-0633,Lothian Road,light,8.0,19.1,28.1,14.8,2.01,483.5,80.7,80.1,1,6576.6,0,28.63627,77.23832,real_govt_record,Low
REAL-0999,Saket Road,heavy,32.3,88.4,129.0,34.9,2.84,348.9,87.5,95.5,1,4959.4,0,28.6244,77.24647,real_govt_record,Medium
REAL-0195,Subramaniam Bharti Marg,heavy,31.9,88.1,120.4,10.8,1.89,620.5,87.5,94.1,4,14579.7,0,28.63494,77.24529,real_govt_record,Medium
REAL-0514,Palam Road,moderate,13.4,33.8,46.7,28.3,3.06,149.5,82.5,44.8,1,17156.3,1,28.63282,77.23959,real_govt_record,Low
REAL-0615,Jaitpur Road,heavy,29.2,63.4,85.6,19.4,2.85,467.8,83.9,63.7,1,11954.7,0,28.62689,77.23732,real_govt_record,Low
REAL-0432,Outer Circle Connaught,extreme,40.5,100.3,132.7,12.7,4.61,382.4,87.5,40.1,1,11054.4,1,28.62877,77.24054,real_govt_record,Medium
REAL-0675,NH-48 DKFO Towa,heavy,32.7,81.6,124.9,39.9,4.67,613.8,86.5,62.3,1,14078.5,0,28.63138,77.24495,real_govt_record,Low
REAL-0946,Kasturba Nagar Road,moderate,11.6,25.2,35.0,41.5,1.06,433.9,83.0,69.9,1,13926.3,0,28.63129,77.24206,real_govt_record,Low
REAL-0210,GT Road,moderate,14.3,33.4,48.3,9.3,4.38,451.6,83.9,65.3,3,19636.5,0,28.62646,77.23947,real_govt_record,Low
REAL-0163,Panchsheel Marg,heavy,23.4,59.1,86.2,14.0,2.22,292.0,74.7,87.4,4,18175.8,1,28.62624,77.23909,real_govt_record,Medium
REAL-0636,Lothian Road,extreme,41.4,116.9,181.0,38.8,2.51,276.0,80.7,88.9,1,20551.9,1,28.63301,77.23827,real_govt_record,Medium
ZONE-134,ZONE-134,synthetic_v1,47.21,90.09,166.24,58.4,0.81,179.24,31.4,15.02,2,22127.32,0,28.76909,77.2897,synthetic,Medium
ZONE-012,ZONE-012,synthetic_v1,47.07,106.83,161.83,51.12,4.52,550.23,61.53,47.43,0,14136.28,1,28.65887,77.30017,synthetic,Low
REAL-0088,Najafgarh Road,extreme,50.5,127.6,188.6,10.6,1.06,385.2,86.1,67.2,7,12331.2,0,28.62821,77.23394,real_govt_record,High
REAL-0346,Motilal Nehru Marg,moderate,19.2,38.8,54.2,33.3,2.26,405.4,90.9,87.6,2,16957.1,0,28.63102,77.24307,real_govt_record,Low
ZONE-046,ZONE-046,synthetic_v1,60.06,121.72,210.53,21.69,6.75,594.75,22.75,72.66,5,9043.92,0,28.72901,77.33427,synthetic,High
REAL-0910,Bahadur Shah Zafar Marg,moderate,14.1,34.0,52.5,11.9,2.95,424.6,80.7,83.8,1,8763.5,0,28.63048,77.24438,real_govt_record,Low
REAL-0718,Pragati Maidan Tunnel,moderate,24.6,50.2,71.3,34.3,4.35,665.2,74.1,73.2,1,21626.9,0,28.62916,77.23912,real_govt_record,Low
REAL-0191,PUSA Road,heavy,30.2,78.5,125.4,15.7,4.58,471.7,83.9,95.4,4,5431.6,0,28.62491,77.23743,real_govt_record,Medium
REAL-0753,Sant Nagar MargTowards,light,2.4,5.1,7.6,26.6,3.29,92.0,76.7,42.8,1,19007.8,0,28.63501,77.24,real_govt_record,Low
REAL-0179,Najafgarh- Bahadurgarh Road,heavy,40.7,85.1,126.2,28.1,3.8,450.9,83.0,77.2,4,23304.6,1,28.62966,77.24355,real_govt_record,Medium
REAL-0853,DDU Marg,light,2.5,6.8,8.9,12.0,2.36,499.8,74.7,63.8,1,5302.0,0,28.63216,77.24115,real_govt_record,Low
REAL-0769,Shamnat Hedge Marg,light,4.0,10.0,14.3,8.6,4.19,50.7,76.7,43.6,1,22839.8,0,28.62878,77.23695,real_govt_record,Low
REAL-0557,Abai Marg,light,6.1,15.4,22.6,29.9,2.25,657.0,76.7,64.1,1,23378.8,1,28.63024,77.23386,real_govt_record,Low
ZONE-005,ZONE-005,synthetic_v1,41.7,105.8,193.15,38.64,5.62,752.7,31.82,82.14,1,23257.48,1,28.62973,77.26189,synthetic,Medium
REAL-0393,"Sector-13 Road, Dwarka",light,3.9,11.0,17.5,22.1,3.99,389.8,86.5,97.0,2,5689.2,1,28.62286,77.23482,real_govt_record,Low
SYN2-0192,SYN2-0192,synthetic_v2,75.97,159.3,211.14,40.2,7.49,308.8,38.37,65.86,2,20146.16,1,28.61241,77.24061,synthetic,High
SYN2-0144,SYN2-0144,synthetic_v2,8.87,20.85,28.58,9.74,7.57,539.67,21.27,31.87,2,3129.25,1,28.55018,77.23136,synthetic,Medium
REAL-0904,Swami Narayan Marg,extreme,50.6,137.9,205.6,27.7,3.12,429.7,82.5,37.3,1,15403.8,0,28.63068,77.2451,real_govt_record,High
ZONE-115,ZONE-115,synthetic_v1,60.11,124.04,221.51,41.31,3.72,910.3,53.01,11.49,4,21710.27,1,28.56809,77.19605,synthetic,High
REAL-0745,Sant Durbal Nath Mandir Marg,light,11.5,23.9,34.9,32.0,0.87,663.9,76.7,54.5,1,10855.8,1,28.63612,77.23896,real_govt_record,Low
REAL-0250,Maulana Azad Road,moderate,13.7,35.3,51.8,12.5,2.37,563.0,83.0,72.8,2,18210.1,1,28.63464,77.23864,real_govt_record,Low
SYN2-0134,SYN2-0134,synthetic_v2,94.74,189.21,247.24,15.25,7.58,813.11,48.08,48.78,4,10591.15,1,28.62103,77.22423,synthetic,High
SYN2-0082,SYN2-0082,synthetic_v2,12.63,22.82,34.16,38.66,2.48,501.09,58.28,19.93,2,21595.31,1,28.66748,77.33113,synthetic,Low
REAL-1011,Sikandra Marg,heavy,37.3,79.5,104.6,20.7,0.88,383.5,94.2,88.0,1,8162.4,0,28.62864,77.23564,real_govt_record,Medium
REAL-0512,"Raghubir Nagar, Nala Road",extreme,48.0,125.9,189.0,14.1,1.6,633.7,76.7,44.8,1,12693.9,0,28.63223,77.23858,real_govt_record,High
REAL-0283,Mata Mandir Road,heavy,27.9,66.9,102.3,14.9,4.18,756.9,82.5,47.8,2,11946.6,1,28.63129,77.24012,real_govt_record,Medium
REAL-0440,Neela Gumbad BSF,extreme,57.5,115.4,177.1,32.7,3.84,204.8,83.0,67.7,1,4368.0,0,28.62761,77.24074,real_govt_record,Medium
REAL-0729,Ram Kumar Gautam Marg,light,10.2,22.1,29.4,39.9,4.6,654.4,82.5,88.6,1,14565.3,0,28.63245,77.23725,real_govt_record,Low
REAL-0472,Lawrence Road,extreme,50.8,103.5,164.0,41.9,2.41,126.7,74.7,82.8,1,8361.6,1,28.63059,77.24063,real_govt_record,Medium
REAL-0399,Shahid Bhagat Singh Marg,heavy,24.1,61.1,90.9,11.5,4.61,215.8,76.7,61.3,2,5524.1,1,28.63005,77.23939,real_govt_record,Low
SYN2-0020,SYN2-0020,synthetic_v2,10.56,21.67,29.71,50.26,4.92,443.65,39.67,38.38,5,8813.58,0,28.6497,77.22347,synthetic,High
REAL-0036,Bhairon Marg,extreme,49.7,134.4,184.4,34.9,1.67,122.8,72.4,88.3,21,12854.2,0,28.60849,77.24337,real_govt_record,High
REAL-0206,Gurugram- Parade Road,moderate,12.1,26.9,35.9,44.3,4.42,283.0,94.2,46.9,3,18579.1,1,28.63503,77.24384,real_govt_record,Low
REAL-0609,Geeta Colony,light,5.1,13.6,17.9,29.8,4.52,793.4,85.9,95.5,1,8257.4,0,28.63168,77.23843,real_govt_record,Low
SYN2-0042,SYN2-0042,synthetic_v2,39.33,95.4,138.92,47.86,4.57,183.74,77.17,73.36,2,22195.23,0,28.57737,77.34798,synthetic,Low
ZONE-058,ZONE-058,synthetic_v1,18.83,51.66,93.45,52.31,2.46,695.62,76.84,29.34,4,8985.38,0,28.7916,77.20614,synthetic,Medium
REAL-0044,New Rohtak Road,extreme,54.7,109.5,163.4,33.9,3.93,785.1,80.7,36.5,19,16923.3,0,28.65696,77.19317,real_govt_record,High
REAL-0262,Purana Quila Road,moderate,11.2,30.1,40.6,12.2,4.45,600.3,90.9,71.3,2,7250.4,1,28.62547,77.24241,real_govt_record,Low
REAL-1029,Dada Maheshwar Road,light,8.2,21.4,33.0,29.3,2.61,331.7,74.1,75.5,1,16354.6,0,28.63259,77.23505,real_govt_record,Low
REAL-0430,Outer Circle Connaught,moderate,19.2,38.9,57.9,40.7,1.37,356.1,87.5,53.7,1,14466.4,0,28.63282,77.24491,real_govt_record,Low
ZONE-105,ZONE-105,synthetic_v1,86.84,137.45,190.91,37.04,1.47,441.3,55.52,40.89,3,18815.19,0,28.67021,77.31668,synthetic,High
REAL-0852,Chelmsford Road,extreme,53.4,123.7,162.2,39.2,0.56,96.1,74.1,56.3,1,23388.2,0,28.63578,77.23986,real_govt_record,High
REAL-0229,Kemal Ataturk Marg,light,4.5,9.3,14.5,16.4,2.14,221.6,83.0,81.0,3,4989.3,0,28.62831,77.23963,real_govt_record,Low
REAL-0725,Rajesh Pilot Marg,light,4.5,11.8,18.1,26.2,3.05,81.3,90.9,58.4,1,13797.5,1,28.62347,77.24208,real_govt_record,Low
REAL-0006,Rohtak Road,moderate,10.5,25.5,40.2,13.0,3.68,58.2,72.4,64.8,88,14223.3,0,28.65855,77.13272,real_govt_record,Medium
SYN2-0161,SYN2-0161,synthetic_v2,67.12,144.77,187.57,35.98,7.16,975.67,40.05,84.35,0,17458.0,1,28.59849,77.31628,synthetic,Low
ZONE-148,ZONE-148,synthetic_v1,32.96,40.79,75.16,6.27,6.81,113.26,50.38,67.2,1,17833.78,0,28.68914,77.21368,synthetic,Low
SYN2-0188,SYN2-0188,synthetic_v2,76.04,155.05,196.52,29.97,6.74,502.61,57.96,90.6,2,23851.46,1,28.71918,77.23285,synthetic,High
SYN2-0096,SYN2-0096,synthetic_v2,15.55,28.48,42.78,32.78,1.7,428.83,91.01,42.5,2,21121.42,1,28.66841,77.27554,synthetic,Low
REAL-0586,Brigadier Hoshiyar Singh Marg,moderate,18.7,49.6,79.2,9.7,2.6,311.6,74.1,36.5,1,8267.4,1,28.62646,77.24465,real_govt_record,Low
REAL-0728,Rajesh Pilot Marg,extreme,53.8,136.3,180.5,23.5,3.94,328.8,90.9,86.4,1,23695.0,1,28.62577,77.24229,real_govt_record,High
REAL-0319,Ashok Vihar Market,heavy,26.5,63.4,85.1,26.0,4.9,143.7,85.9,89.4,2,8692.5,0,28.63416,77.23473,real_govt_record,Low
REAL-0630,Lodhi Road,moderate,10.1,28.5,41.1,13.6,2.53,768.2,83.0,94.7,1,17453.6,0,28.6326,77.23796,real_govt_record,Low
REAL-0926,Dwarka – Dabri Drain,moderate,15.3,32.8,48.7,38.0,2.38,527.8,82.5,54.5,1,4715.7,1,28.63693,77.24253,real_govt_record,Low
REAL-0894,Shalimar Bagh,moderate,10.3,29.2,41.9,13.2,3.57,203.8,80.7,35.3,1,5204.6,0,28.62915,77.23561,real_govt_record,Low
SYN2-0089,SYN2-0089,synthetic_v2,61.87,141.53,224.47,13.33,6.32,258.77,57.19,16.01,0,2307.48,0,28.60019,77.26494,synthetic,Low
REAL-0035,Bhairon Marg,heavy,36.6,76.4,104.7,35.4,4.15,727.0,72.4,55.2,21,10614.8,0,28.6086,77.24559,real_govt_record,High
REAL-0313,NH-8 Near Shiv,light,4.7,12.3,16.0,43.6,3.88,786.4,80.7,72.7,2,5310.3,0,28.63037,77.2371,real_govt_record,Low
REAL-1019,TT Park Road,heavy,34.3,75.3,100.1,13.7,4.54,64.0,87.5,46.3,1,16841.3,1,28.62647,77.24673,real_govt_record,Medium
SYN2-0178,SYN2-0178,synthetic_v2,62.97,130.31,180.52,8.74,6.42,623.64,70.29,87.81,5,22328.65,1,28.73104,77.17238,synthetic,High
REAL-0076,Ram Bagh,extreme,35.3,97.0,145.8,34.2,1.31,351.7,82.5,88.6,10,16447.5,0,28.62366,77.23613,real_govt_record,High
REAL-0174,Loni Road,moderate,12.6,32.6,44.5,41.6,0.79,184.8,90.9,61.5,4,15151.3,1,28.62954,77.2411,real_govt_record,Low
